document_title,version,live_page_url,source_path,duplicates,reviewer,audited,fixed,notes
Scanner Troubleshooting Guide,current,https://docs.netwrix.com/docs/platgovsalesforce/scanner/scanner_troubleshooting_guide,docs/platgovsalesforce/scanner/scanner_troubleshooting_guide.md,,,,,
Scheduler,current,https://docs.netwrix.com/docs/platgovsalesforce/scanner/scheduler,docs/platgovsalesforce/scanner/scheduler.md,,,,,
Credentials,current,https://docs.netwrix.com/docs/platgovsalesforce/settings/credentials,docs/platgovsalesforce/settings/credentials.md,,,,,
Settings Overview,current,https://docs.netwrix.com/docs/platgovsalesforce/settings/settings_overview,docs/platgovsalesforce/settings/settings_overview.md,,,,,
Automated Documentation,current,https://docs.netwrix.com/docs/platgovsalesforce/techdebt/tech_debt_auto_documentation,docs/platgovsalesforce/techdebt/tech_debt_auto_documentation.md,,,,,
Change Monitoring,current,https://docs.netwrix.com/docs/platgovsalesforce/techdebt/tech_debt_change_monitoring,docs/platgovsalesforce/techdebt/tech_debt_change_monitoring.md,,,,,
Managing Orgs in the Real World,current,https://docs.netwrix.com/docs/platgovsalesforce/techdebt/tech_debt_managing_orgs,docs/platgovsalesforce/techdebt/tech_debt_managing_orgs.md,,,,,
Change Enablement,current,https://docs.netwrix.com/docs/platgovsalesforce/techdebt/tech_debt_org_change_enablement,docs/platgovsalesforce/techdebt/tech_debt_org_change_enablement.md,,,,,
Org Clean Up Example,current,https://docs.netwrix.com/docs/platgovsalesforce/techdebt/tech_debt_org_clean_up_example,docs/platgovsalesforce/techdebt/tech_debt_org_clean_up_example.md,,,,,
Org Clean Up,current,https://docs.netwrix.com/docs/platgovsalesforce/techdebt/tech_debt_org_clean_up,docs/platgovsalesforce/techdebt/tech_debt_org_clean_up.md,,,,,
Ongoing Monitoring,current,https://docs.netwrix.com/docs/platgovsalesforce/techdebt/tech_debt_org_ongoing_monitoring,docs/platgovsalesforce/techdebt/tech_debt_org_ongoing_monitoring.md,,,,,
