document_title,version,live_page_url,source_path,also_covers,reviewer,audited,fixed,corrections,notes
What's New in 5.6.2,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/overview/whatsnew,docs/dataclassification/5.6.2/overview/whatsnew.md,,,,,,
Administrative Tasks,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/administration,docs/dataclassification/5.6.2/systemconfigurationoverview/administration/administration.md,,,,,,
Configuration Backup,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/administration/utilities_backup_restore,docs/dataclassification/5.6.2/systemconfigurationoverview/administration/utilities_backup_restore.md,,,,,,
Step 1: Maintenance Operation,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/administration/utilitiescleaner/cleaner_step_1,docs/dataclassification/5.6.2/systemconfigurationoverview/administration/utilitiescleaner/cleaner_step_1.md,,,,,,
Step 2: Maintenance Options,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/administration/utilitiescleaner/cleaner_step_2,docs/dataclassification/5.6.2/systemconfigurationoverview/administration/utilitiescleaner/cleaner_step_2.md,,,,,,
Step 3: Summary,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/administration/utilitiescleaner/cleaner_step_3,docs/dataclassification/5.6.2/systemconfigurationoverview/administration/utilitiescleaner/cleaner_step_3.md,,,,,,
Step 4: Process,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/administration/utilitiescleaner/cleaner_step_4,docs/dataclassification/5.6.2/systemconfigurationoverview/administration/utilitiescleaner/cleaner_step_4.md,,,,,,
Index Maintenance,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/administration/utilitiescleaner/utilities_cleaner,docs/dataclassification/5.6.2/systemconfigurationoverview/administration/utilitiescleaner/utilities_cleaner.md,,,,,,
Communication Settings,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/config_email,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/config_email.md,,,,,,
Metadata Configuration,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/config_metadata,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/config_metadata.md,,,,,,
Configuration Options,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/configuration.md,,,,,,
Administration,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration/core_administration,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/core_administration.md,,,,,,
Collector,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration/core_collector,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/core_collector.md,,,,,,
Indexer,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration/core_indexer,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/core_indexer.md,,,,,,
System,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration/core_system,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/core_system.md,,,,,,
conceptClassifier App Options,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/classifier_app,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/classifier_app.md,,,,,,
Engine Options,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/classifier_engine,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/classifier_engine.md,,,,,,
General Options,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/classifier_general,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/classifier_general.md,,,,,,
Monitored Content,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/classifier_monitored_content,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/classifier_monitored_content.md,,,,,,
Classifier,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/core_classifier,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/coreclassifier/core_classifier.md,,,,,,
Core Configuration,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/coreconfiguration,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/coreconfiguration/coreconfiguration.md,,,,,,
Language Stemming,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/language_stemming,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/language_stemming.md,,,,,,
MIP Labels Configuration,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/mip_configure_ndc,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/mip_configure_ndc.md,,,,,,
Redaction,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/redaction,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/redaction.md,,,,,,
